id,form_factor,aspect_ratio,rect,narrow_factor,prd,plw,mean_h,mean_s,mean_v,kelas
64,0.5927,1.3974,1.337,0.8255,4.0806,1.9635,184.73125820712374,0.14164159210354865,0.3665991407933145,1
65,0.4777,1.4467,1.4276,0.7852,4.5454,2.1102,173.94053243470458,0.13932885933087003,0.3612544133874327,1
67,0.6109,1.6921,1.3367,0.7503,4.0196,1.8956,182.16864677041215,0.11319486664363805,0.3579825943879725,1
70,0.6189,1.552,1.3209,0.7881,3.9934,1.9139,186.4013439526289,0.11658459438951413,0.35683159969006045,1
71,0.5393,1.4421,1.3935,0.796,4.2778,2.0107,185.71513992672277,0.12911710565164766,0.36092077186868526,1
72,0.7505,1.0718,1.2837,0.962,3.6264,1.8047,187.5925376971564,0.14234815848737623,0.3623678763251318,1
73,0.3441,1.46,1.4982,0.763,5.3555,2.425,185.8963753705149,0.15536669336502218,0.3671389453296544,1
74,0.3201,1.4451,1.5183,0.7618,5.5525,2.4999,185.99663164728932,0.1552311224552373,0.36705730073271264,1
75,0.4197,3.9171,1.3948,0.4827,4.8495,1.865,187.5176151092113,0.1312409474626509,0.3643957254982921,1
76,0.2036,9.4858,1.725,0.279,6.9625,1.757,187.46057208222405,0.1316149498700446,0.36433442694792884,1
77,0.5862,1.2926,1.3413,0.8569,4.1033,1.9825,191.0605938487444,0.13904566348608194,0.3677304712402189,1
78,0.5807,1.3134,1.334,0.8525,4.1227,1.9953,191.14900393884537,0.13935173401366885,0.36790514115654327,1
79,0.5861,1.443,1.3157,0.8189,4.1035,1.9849,189.4907093479667,0.12868615729667682,0.36404174949835044,1
80,0.6139,1.4385,1.3891,0.7982,4.0095,1.888,184.1761279077689,0.13126204270438244,0.35808054494267894,1
81,0.5874,1.7361,1.3153,0.7467,4.099,1.9421,178.91289902290538,0.14877399755946236,0.3660871566343842,1
83,0.4715,2.2084,1.5151,0.6169,4.5754,1.9427,189.25097729069438,0.13127483935384812,0.3652683113608311,1
84,0.4409,1.7949,1.5892,0.6681,4.7314,2.03,188.44002336899948,0.12362596886611402,0.36276979933832215,1
85,0.6165,1.3473,1.3544,0.8353,4.001,1.9183,184.16906894500113,0.15396104537715005,0.36800865596178195,1
88,0.4797,1.4493,1.4294,0.784,4.5357,2.1041,173.9287746306301,0.13919324098540534,0.36124186139298187,1
92,0.5797,1.801,1.3473,0.7244,4.1263,1.9219,184.03792154850564,0.09673640366758594,0.35256867751776505,1
93,0.6147,1.5436,1.3221,0.7899,4.0068,1.9206,186.10724594441274,0.11635144556527673,0.35678642291772583,1
94,0.6064,1.3564,1.362,0.8302,4.0343,1.9278,174.12475224295542,0.14363355902773303,0.36320267531554634,1
95,0.6008,1.3672,1.3678,0.8251,4.0532,1.9316,174.02088482582255,0.14309299992976834,0.3631299522700243,1
96,0.4791,1.4476,1.4292,0.7845,4.5389,2.1059,173.09161712356325,0.1436911596492682,0.3623300183163456,1
97,0.4752,1.4469,1.4289,0.7847,4.5574,2.1148,172.9966409685469,0.14309828000580013,0.36225101909064805,1
98,0.6189,1.3509,1.3552,0.8339,3.9934,1.9137,183.07470650421297,0.15927686869870017,0.3697085389222087,1
99,0.6139,1.349,1.3545,0.8348,4.0094,1.9221,182.89561376257535,0.15878664843784598,0.3692526398865133,1
